wbid,intestine,head,pharynx,hypodermis,tail,vulvalmuscle,tailneurons,bodywallmusculature,vulva,ventralnervecord,nervoussystem,spermatheca,headneurons,germline
WBGene00003538,1,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00003540,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003542,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003545,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00003546,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003548,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003549,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003550,0,0,0,0,0,1,0,0,0,0,0,0,1,0
WBGene00003551,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003552,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00003553,1,0,0,1,0,0,0,0,1,0,0,0,0,0
WBGene00003555,1,0,0,0,0,1,0,1,0,0,1,0,0,0
WBGene00003558,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003559,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00003561,1,0,1,1,0,0,0,0,0,0,0,1,0,0
WBGene00003562,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00003563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003566,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003567,0,0,0,0,0,1,0,1,0,0,0,0,0,0
WBGene00003568,0,0,0,0,0,0,0,0,0,1,0,0,1,0
WBGene00003569,0,0,0,0,0,0,1,0,0,1,0,0,0,0
WBGene00003570,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003571,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003572,1,0,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00003573,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003574,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00003575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003578,0,0,0,0,0,1,0,0,0,0,1,1,0,0
WBGene00003588,0,0,1,0,0,0,0,0,1,0,0,0,0,0
WBGene00003592,1,0,1,0,0,0,1,1,0,0,0,0,1,0
WBGene00003593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003594,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00003595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003601,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003602,0,0,0,1,0,0,0,0,0,1,0,0,1,0
WBGene00003603,1,0,1,0,1,0,0,0,0,0,1,0,0,0
WBGene00003605,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00003607,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003612,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003614,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00003616,1,0,1,0,1,0,0,0,0,0,0,0,1,0
WBGene00003617,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00003619,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00003621,1,0,0,1,0,1,1,0,0,0,0,0,1,0
WBGene00003622,1,0,0,1,0,0,0,0,0,0,0,0,1,0
WBGene00003623,1,0,1,1,0,0,0,0,0,0,0,0,0,0
WBGene00003624,1,0,1,1,0,0,0,0,0,0,0,0,0,0
WBGene00003625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003628,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003630,0,0,0,0,0,1,1,1,1,1,0,0,1,0
WBGene00003632,1,0,1,1,0,0,0,0,0,0,0,0,0,0
WBGene00003633,1,0,0,1,0,0,0,0,0,0,0,0,1,0
WBGene00003634,1,0,1,0,0,0,1,0,0,0,0,0,1,0
WBGene00003636,1,0,0,1,0,0,0,0,0,0,1,0,0,0
WBGene00003637,0,0,0,0,0,0,1,0,0,1,0,1,1,0
WBGene00003638,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00003640,0,0,0,0,1,0,0,0,0,0,1,0,0,0
WBGene00003641,1,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00003642,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00003644,1,0,1,0,0,0,1,0,0,0,0,0,1,0
WBGene00003646,1,0,1,0,0,0,1,0,0,1,0,0,1,0
WBGene00003647,1,0,1,0,0,0,0,0,1,0,0,0,0,0
WBGene00003648,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00003650,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003652,1,0,1,1,0,0,0,0,0,1,0,1,0,0
WBGene00003653,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00003655,1,0,1,1,0,0,0,0,0,0,1,0,0,0
WBGene00003656,1,0,0,1,0,0,0,1,0,0,0,1,1,0
WBGene00003657,1,0,0,1,0,0,0,0,0,0,0,0,1,0
WBGene00003658,1,0,0,1,0,0,0,0,0,0,0,0,1,0
WBGene00003659,1,0,1,1,0,0,1,0,0,0,0,0,0,0
WBGene00003661,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00003663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003670,1,0,0,0,0,0,1,0,0,1,0,0,1,0
WBGene00003674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003676,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WBGene00003680,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003681,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00003688,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00003698,1,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00003701,1,0,1,0,0,0,0,0,0,0,0,0,1,0
WBGene00003702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003704,1,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003707,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003709,1,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00003713,1,0,1,0,0,0,0,0,0,1,0,0,1,0
WBGene00003717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003722,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00003723,1,0,1,1,0,0,1,0,0,1,0,0,1,0
WBGene00003727,1,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00003729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003730,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003733,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00003735,0,1,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00003736,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003738,1,0,1,0,0,0,0,1,0,1,0,0,0,0
WBGene00003739,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00003740,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003743,0,0,0,0,0,0,0,0,0,0,1,1,0,0
WBGene00003744,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00003745,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00003746,1,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00003747,1,0,0,0,0,1,0,0,0,0,0,1,1,0
WBGene00003748,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00003749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003750,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00003751,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00003752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003753,0,0,0,0,0,0,1,1,0,0,0,0,1,0
WBGene00003754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003756,1,0,0,0,0,0,1,0,0,0,0,1,1,0
WBGene00003757,0,0,0,0,0,0,0,0,0,1,0,1,1,0
WBGene00003758,1,0,0,0,0,0,1,0,0,0,0,1,1,0
WBGene00003759,1,0,0,0,0,0,0,1,0,0,1,0,0,0
WBGene00003760,0,1,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00003762,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00003763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003765,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00003767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003768,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00003769,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00003770,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003776,0,1,0,1,1,0,0,0,0,0,0,0,0,0
WBGene00003777,0,0,0,0,1,0,0,0,0,0,0,0,0,1
WBGene00003778,1,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00003779,1,0,0,0,0,0,1,0,0,1,0,0,1,0
WBGene00003785,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003787,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003797,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003807,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00003812,1,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00003813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003818,0,0,1,0,0,0,0,0,1,0,1,0,0,0
WBGene00003821,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003822,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00003829,1,0,0,1,0,0,1,0,0,0,0,0,1,0
WBGene00003830,1,0,1,1,0,0,0,0,0,0,0,1,0,0
WBGene00003839,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003840,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003844,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003845,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003847,0,0,0,1,0,0,1,0,1,0,0,0,1,0
WBGene00003848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003849,0,0,0,0,0,0,1,0,0,1,0,0,1,0
WBGene00003850,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003851,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00003856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003859,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00003860,0,0,1,0,1,0,0,0,0,1,0,0,1,0
WBGene00003862,0,0,1,1,0,0,0,0,0,0,1,0,0,0
WBGene00003864,1,0,0,0,0,0,1,0,1,1,0,0,1,0
WBGene00003865,1,0,0,0,0,0,0,0,0,1,0,0,1,1
WBGene00003870,1,0,1,0,0,0,0,1,0,0,0,0,0,0
WBGene00003876,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00003877,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003883,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00003884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003885,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00003886,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00003887,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00003888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003891,0,0,0,1,0,0,0,0,0,0,0,1,0,0
WBGene00003892,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00003893,0,1,1,0,0,1,0,1,0,0,0,0,0,0
WBGene00003905,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00003907,1,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00003909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003911,0,0,0,1,0,0,0,0,0,0,0,1,0,0
WBGene00003912,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003914,1,0,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00003915,1,0,1,1,0,0,0,1,1,0,0,0,0,0
WBGene00003916,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003917,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003918,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00003920,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00003921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003925,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00003926,0,0,0,1,0,0,0,1,1,0,0,1,0,1
WBGene00003929,0,0,0,1,0,0,0,1,1,0,1,0,0,0
WBGene00003930,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00003931,0,0,1,0,0,1,0,1,0,0,0,0,0,0
WBGene00003933,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00003934,0,0,0,0,0,1,0,1,0,0,0,0,0,0
WBGene00003936,0,0,1,1,0,0,1,0,1,0,0,1,1,0
WBGene00003937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003941,1,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00003943,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003952,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00003954,0,0,0,0,0,1,0,1,0,1,0,0,1,0
WBGene00003960,0,0,1,1,0,1,0,1,0,0,0,0,0,0
WBGene00003963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003965,1,0,1,1,0,0,1,0,0,1,0,0,1,0
WBGene00003967,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00003968,1,0,1,1,1,0,0,0,1,0,0,0,0,1
WBGene00003970,1,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00003976,0,0,1,0,0,0,0,0,0,0,0,0,1,0
WBGene00003978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003980,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00003981,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00003989,0,0,0,0,0,0,0,0,1,0,1,1,0,0
WBGene00003990,1,0,1,0,0,0,0,0,0,0,0,1,0,0
WBGene00003991,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00003992,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003993,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003994,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00003995,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003996,1,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00003997,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004000,1,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004001,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004002,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00004003,1,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00004004,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004005,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004006,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004007,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004008,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00004009,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00004010,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00004011,1,0,1,0,0,0,0,0,0,0,0,0,1,0
WBGene00004013,1,1,1,0,1,0,0,0,0,0,0,0,0,0
WBGene00004014,1,0,1,1,0,0,0,1,0,0,1,0,0,0
WBGene00004015,1,0,1,1,0,0,0,1,0,0,1,0,0,0
WBGene00004016,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00004020,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004024,1,0,0,0,0,0,1,1,0,1,0,0,1,0
WBGene00004025,0,0,0,1,0,0,0,0,0,0,0,1,0,0
WBGene00004026,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00004027,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00004030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004032,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00004035,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00004036,1,0,0,0,0,0,0,1,1,0,1,1,0,0
WBGene00004038,1,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00004040,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004047,1,0,0,0,1,0,0,1,0,0,0,0,0,0
WBGene00004048,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004051,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00004052,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00004055,1,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00004059,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004063,1,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00004076,1,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00004077,1,0,1,0,0,0,0,0,1,1,0,0,1,0
WBGene00004078,1,0,0,0,0,0,1,0,0,0,0,0,1,1
WBGene00004087,1,0,0,0,0,1,0,1,0,0,1,0,0,0
WBGene00004089,1,0,0,1,0,1,1,0,0,1,0,0,1,0
WBGene00004091,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004096,1,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00004100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004101,1,0,1,1,0,0,0,0,1,0,0,0,0,0
WBGene00004109,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00004111,1,1,0,1,1,0,0,1,0,1,0,1,0,0
WBGene00004113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004114,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004117,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00004121,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00004122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004130,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00004134,1,0,0,0,1,0,0,0,0,1,0,1,1,0
WBGene00004140,0,0,0,0,0,0,1,0,0,1,1,0,0,0
WBGene00004150,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004163,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004172,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00004174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004178,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00004179,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00004185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004194,1,0,0,1,0,0,0,0,0,0,1,0,0,0
WBGene00004196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004202,0,0,0,0,0,0,1,1,0,0,0,0,1,0
WBGene00004203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004204,1,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004207,0,1,0,0,1,0,0,0,0,0,1,0,0,0
WBGene00004210,0,0,0,1,0,0,0,0,1,0,0,0,0,0
WBGene00004212,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00004213,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00004214,0,0,1,0,1,0,0,1,0,0,0,1,0,0
WBGene00004215,0,0,0,1,0,0,0,0,0,0,1,0,0,0
WBGene00004222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004237,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00004239,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00004241,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00004244,0,0,0,1,0,0,0,0,1,0,0,0,0,1
WBGene00004245,0,0,0,1,0,0,0,0,0,1,0,1,0,0
WBGene00004249,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00004254,1,0,1,1,0,0,0,0,0,1,0,0,1,0
WBGene00004255,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00004257,0,0,0,1,0,1,0,0,0,0,0,0,0,0
WBGene00004259,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004264,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004266,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004267,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00004269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004270,1,1,0,1,1,1,0,1,1,0,1,0,0,0
WBGene00004271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004273,1,0,1,1,0,0,0,1,0,1,0,1,0,0
WBGene00004274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004276,1,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00004278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004285,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00004286,1,0,0,1,0,0,1,0,0,0,0,0,1,0
WBGene00004287,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00004301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004313,1,0,0,0,0,0,0,0,1,1,0,0,0,0
WBGene00004316,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00004320,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00004321,0,0,0,0,0,1,0,0,0,1,0,0,0,0
WBGene00004322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004324,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00004328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004334,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004335,0,0,0,0,1,0,0,0,0,1,0,0,1,0
WBGene00004341,1,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004344,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004345,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00004346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004355,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00004357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004358,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004363,0,0,0,0,0,0,0,1,0,0,1,0,0,0
WBGene00004364,0,1,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00004367,0,0,0,0,0,0,0,0,0,0,1,0,0,1
WBGene00004368,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00004369,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00004370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004371,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00004372,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004373,1,0,1,0,0,0,0,0,0,0,0,0,0,1
WBGene00004374,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00004377,1,0,1,1,0,0,0,0,0,0,0,0,0,0
WBGene00004378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004392,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004393,1,0,0,0,0,0,0,1,0,0,0,0,1,0
WBGene00004395,0,1,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00004397,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00004400,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004405,1,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00004408,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004410,1,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00004416,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004420,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004421,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004422,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00004423,1,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004424,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004457,0,0,1,0,0,0,0,0,0,0,1,0,0,0
WBGene00004459,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004460,1,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004462,1,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00004463,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004469,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004483,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004502,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004505,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00004507,0,0,0,0,0,0,0,1,0,0,1,0,0,0
